label,group,condition,item_num,type,list,message_html,maze_s,maze_a,question
Group_3_Condition_3_S03,3,3,3,experiment,1,爸爸和妈妈想给森森报外语兴趣班。爸爸：森森会想学德语吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"森森 说 她 想学 法语 来着 ,因为 喜欢 法国。",x-x-x 桌 次 公交 沙漠 颗颗 x-x-x 小乔 如何。,森森想学德语。
Group_3_Condition_2_S04,3,2,4,experiment,1,摊主和熟客在讨论孩子的口味。摊主：你家孩子爱吃菠菜吗？熟客：____________________。<br>  <br>点击下方链接开始造句。,"孩子 说 他 想吃 菠菜 来着 ,因为 营养 丰富。",x-x-x 椅 此 月亮 彩虹 滑稽 x-x-x 三国 大鹅。,孩子想吃菠菜。
Group_4_Condition_1_S01,4,1,1,experiment,1,爸爸和妈妈想给笑笑报美术兴趣班。爸爸：笑笑想学习油画还是素描？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"笑笑 说 她 想学 油画 来着 ,因为 色彩 丰富。",x-x-x 辆 呵 山峰 莲藕 丑陋 x-x-x 哪吒 皮肤。,笑笑想学素描。
Group_4_Condition_4_S02,4,4,2,experiment,1,设计师在向助手确认业主的方案。设计师：业主刚刚打电话说了什么？助手：____________________。<br>  <br>点击下方链接开始造句。,"业主 说 他 喜欢 中式 来着 ,因为 简洁 大方。",x-x-x 艘 种 呵呵 身边 喉咙 x-x-x 埃及 奇数。,业主喜欢中式装修。
Group_4_Condition_3_S03,4,3,3,experiment,1,文文和欣欣准备给小娟买点水果。文文：小娟爱吃香蕉吗？欣欣：____________________。<br>  <br>点击下方链接开始造句。,"小娟 说 她 爱吃 苹果 来着 ,因为 清甜 可口。",x-x-x 串 杯 琴弦 高峰 飘渺 x-x-x 妲己 射手。,小娟爱吃香蕉。
Group_4_Condition_2_S04,4,2,4,experiment,1,师姐和师妹想给老师买束鲜花。师妹：老师喜欢玫瑰吗？师姐：____________________。<br>  <br>点击下方链接开始造句。,"老师 说 她 喜欢 玫瑰 来着 ,因为 非常 浪漫。",x-x-x 碟 支 破损 章节 耳朵 x-x-x 李白 眉毛。,老师喜欢月季。
Group_1_Condition_1_S05,1,1,5,experiment,1,浩浩和阳阳想给妹妹带一份甜品。浩浩：妹妹是爱吃蛋糕还是布丁？阳阳：____________________。<br>  <br>点击下方链接开始造句。,"妹妹 说 她 想吃 蛋糕 来着 ,很久 没 吃了。",x-x-x 把 朵 雕刻 计较 空洞 x-x-x 呵 吧唧。,妹妹想吃蛋糕。
Group_1_Condition_4_S06,1,4,6,experiment,1,两位员工想给老板买一份茶叶。员工A：老板昨天说了什么？员工B：____________________。<br>  <br>点击下方链接开始造句。,"老板 说 他 喜欢 红茶 来着 ,叫 我们 带一些。",x-x-x 丛 块 碗筷 确实 爱好 x-x-x 皇后。 出租车。,老板喜欢绿茶。
Group_1_Condition_3_S07,1,3,7,experiment,1,爸爸和妈妈想给弟弟买一件衬衫。爸爸：弟弟喜欢灰色吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"弟弟 说 他 喜欢 蓝色 来着 ,因为 灰色 显黑。",x-x-x 束 件 僵尸 无力 幻象 x-x-x 刺耳 面包。,弟弟喜欢灰色。
Group_1_Condition_2_S08,1,2,8,experiment,1,暑假爸爸和妈妈想带小李出去旅游。爸爸：小李会想去新疆玩吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小李 说 他 想去 新疆 来着 ,因为 想吃 羊肉。",x-x-x 朵 双 指南 渠道 公鸡 x-x-x 条目 您说。,小李想去新疆。
Group_2_Condition_1_S05,2,1,5,experiment,1,姐姐和哥哥想给弟弟买玩具。姐姐：弟弟是想要拼图还是积木呢？哥哥：____________________。<br>  <br>点击下方链接开始造句。,"弟弟 说 他 想要 拼图 来着 ,叫 我们 带一个。",x-x-x 张 片 科学 分子 空虚 x-x-x 火箭 而且。,弟弟想要积木。
Group_2_Condition_4_S06,2,4,6,experiment,1,乐乐和笑笑想带约翰逛北京。乐乐：约翰有说什么吗？笑笑：____________________。<br>  <br>点击下方链接开始造句。,"约翰 说 他 想去 故宫 来着 ,因为 喜欢 建筑。",x-x-x 篇 朵 账单 人头 课本 x-x-x 问卷 恋爱。,约翰想去故宫。
Group_2_Condition_3_S07,2,3,7,experiment,1,爷爷想给小华寄一些自种蔬菜。爷爷：小华喜欢吃萝卜吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小华 说 他 想吃 番茄 来着 ,等会 寄一些 回去。",x-x-x 首 头 火焰 还是 叮当 x-x-x 原子弹 墨子。,小华想吃萝卜。
Group_2_Condition_2_S08,2,2,8,experiment,1,奶奶想买点零食给小明。奶奶：小明想吃核桃吗？爷爷：____________________。<br>  <br>点击下方链接开始造句。,"小明 说 他 想吃 核桃 来着 ,等会 买 多一些。",x-x-x 册 颗 居民 羡慕 高山 x-x-x 咚 出租车。,小明想吃红薯。
Group_3_Condition_1_S05,3,1,5,experiment,1,妈妈和爸爸在准备小刚明天的早点。妈妈：小刚是喜欢吃馒头还是面条？爸爸：____________________。<br>  <br>点击下方链接开始造句。,"小刚 说 他 想吃 面条 来着 ,热乎乎 ,很满足。",x-x-x 副 根 窗户 后果 哗啦 x-x-x 洗衣液。,小刚想吃面条。
Group_3_Condition_4_S06,3,4,6,experiment,1,爸爸和妈妈在为蕾蕾的派对准备食材。爸爸：蕾蕾今早说了什么？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"蕾蕾 说 她 想吃 汉堡 来着 ,很久 没 吃了。",x-x-x 幅 台 帽子 水平 瓷器 x-x-x 嗯 蛋白。,蕾蕾想吃汉堡。
Group_3_Condition_3_S07,3,3,7,experiment,1,姐姐和哥哥想买点喝的带给小红。姐姐：小红爱喝酸奶吗？哥哥：____________________。<br>  <br>点击下方链接开始造句。,"小红 说 她 想喝 果汁 来着 ,夏天 喝 很清爽。",x-x-x 尾 辆 老鼠 更加 噼啪 x-x-x 噢 洗衣液。,小红想喝酸奶。
Group_3_Condition_2_S08,3,2,8,experiment,1,组长和助理在商量给客户的礼品。组长：客户想要鼠标吗？助理：____________________。<br>  <br>点击下方链接开始造句。,"客户 说 他 想要 鼠标 来着 ,旧的 坏了。",x-x-x 瓶 片 绿灯 公理 化学 x-x-x 直径。,客户想要耳机。
Group_4_Condition_1_S05,4,1,5,experiment,1,小祝和小陈在挑选客厅的摆件。小陈：妈妈是喜欢花瓶还是挂画？小祝：____________________。<br>  <br>点击下方链接开始造句。,"妈妈 说 她 喜欢 花瓶 来着 ,放着 非常 美观。",x-x-x 罐 篇 偶数 分钟 哼哧 x-x-x 相机 袋子。,妈妈喜欢花瓶。
Group_4_Condition_4_S06,4,4,6,experiment,1,爸爸和妈妈想给芳芳报舞蹈班。爸爸：芳芳说了什么？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"芳芳 说 她 想学 街舞 来着 ,看着 很酷。",x-x-x 盒 座 剪刀 兔子 蒸馏 x-x-x 盒子。,芳芳想学芭蕾。
Group_4_Condition_3_S07,4,3,7,experiment,1,两位老师想送一本书给小张。老师A：小张平时爱读散文吗？老师B：____________________。<br>  <br>点击下方链接开始造句。,"小张 说 他 爱读 小说 来着 ,因为 情节 精彩。",x-x-x 袋 杯 风雪 鳄鱼 眉毛 x-x-x 椰子 孙权。,小张爱读小说。
Group_4_Condition_2_S08,4,2,8,experiment,1,爸爸和妈妈在讨论今晚的饭菜。爸爸：小芳想吃排骨吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小芳 说 她 想吃 排骨 来着 ,很久 没 吃了。",x-x-x 碟 箱 理智 倾诉 抽象 x-x-x 嗯 刺客。,小芳想吃清蒸鱼。
Group_1_Condition_5_S09,1,5,9,experiment,1,学校要挑旗手。老师问：“这两个学生谁合适？”老师说：____________________。<br>  <br>点击下方链接开始造句。,"那个 男生 高 ,选他吧。",x-x-x 重复 凭 x-x-x,老师认为那个男生更适合当旗手。
Group_1_Condition_8_S10,1,8,10,experiment,1,服装店今年的新款销量不太好。老板想知道原因。店员说：____________________。<br>  <br>点击下方链接开始造句。,"这条 黑裙子 很 长 ,容易 踩到。",x-x-x 高远球 部 据 x-x-x 体温。,店员觉得裙子太长是个问题。
Group_1_Condition_7_S11,1,7,11,experiment,1,工人在打扫院子。工人说：____________________。<br>  <br>点击下方链接开始造句。,"左边的 水池 深 ,小孩 别 靠近。",x-x-x 开始 凭 x-x-x 呗 他们。,工人提醒小孩不要靠近水池。
Group_1_Condition_6_S12,1,6,12,experiment,1,老师们在商量今年春游的时间。张老师问这周三合适还是周五合适？李老师说：____________________。<br>  <br>点击下方链接开始造句。,"周三 天气 很 热 ,还是 周五 吧。",x-x-x 懦弱 刺 由 x-x-x 而已 将。,李老师认为周五比周三更适合春游。
Group_2_Condition_5_S09,2,5,9,experiment,1,音乐老师在排班级合唱的队形。助教问：“明明和小丽谁站在第一排好呀？”老师说：____________________。<br>  <br>点击下方链接开始造句。,"小丽 个子 矮 ,让 她 站前面。",x-x-x 时候 泪 x-x-x 呗 瓜子壳。,老师让小丽站在后排。
Group_2_Condition_8_S10,2,8,10,experiment,1,笑笑养了一只小乌龟。她给好朋友妙妙介绍小乌龟的习性。笑笑说：____________________。<br>  <br>点击下方链接开始造句。,"乌龟 跑步 很 慢 ,胆子 也 不大。",x-x-x 姨婆 莓 被 x-x-x 喽 马路。,笑笑说乌龟胆子很大。
Group_2_Condition_7_S11,2,7,11,experiment,1,乐乐的生日要到了。妈妈在和爸爸商量派对的安排。妈妈说：____________________。<br>  <br>点击下方链接开始造句。,"周五 放学 晚 ,派对 得要 推迟。",x-x-x 皇后 趁 x-x-x 李白 大招。,妈妈说派对可能要晚点开始。
Group_2_Condition_6_S12,2,6,12,experiment,1,小高和小王打算暑假自驾回老家。他们在商量走高速和国道哪个更划算。小高说：____________________。<br>  <br>点击下方链接开始造句。,"高速 收费 很 贵 ,但是 不 绕路。",x-x-x 孙权 妞 将 x-x-x 吧 妲己。,小高和小王准备自驾回老家。
Group_3_Condition_5_S09,3,5,9,experiment,1,派对上，丽丽请希希帮她端 一下自己的橙汁。希希说：“这里有三杯橙子，哪个是你的？”丽丽说：____________________。<br>  <br>点击下方链接开始造句。,"我的 那杯 满 ,杯里 没有 吸管。",x-x-x 类似 脱 x-x-x 团结 特别。,丽丽说她的杯子里放了吸管。
Group_3_Condition_8_S10,3,8,10,experiment,1,演出快开始了。经理说：____________________。<br>  <br>点击下方链接开始造句。,"这一排 现在 很 空 还能 ,进人。",x-x-x 鳄鱼 周 按 x-x-x 卫星。,经理说这一排已经坐满了人。
Group_3_Condition_7_S11,3,7,11,experiment,1,小朋友把水桶打翻了，清洁工正在打扫。工人说：____________________。<br>  <br>点击下方链接开始造句。,"这边 地面 湿 ,小心 滑倒。",x-x-x 药性 论 x-x-x 流泪。,工人提醒大家小心滑倒。
Group_3_Condition_6_S12,3,6,12,experiment,1,木工和业主在敲定家具定制细节。业主问：“桌板选松木还是胡桃？”木工说：____________________。<br>  <br>点击下方链接开始造句。,"胡桃 木质 很 硬 ,还是 胡桃木。",x-x-x 多云 猪 趁 x-x-x 星期一。,木工建议选松木做桌板。
Group_4_Condition_5_S09,4,5,9,experiment,1,销售在和张华确认新屋的楼层。张华问：低层好还是高层好？张华说：____________________。<br>  <br>点击下方链接开始造句。,"低层 楼房 吵 ,所以 选 高层。",x-x-x 日语 沿 x-x-x 么 教堂。,销售觉得低层房屋更好。
Group_4_Condition_8_S10,4,8,10,experiment,1,比赛结束后，老师们在整理道具。李老师说：____________________。<br>  <br>点击下方链接开始造句。,"这条 粉裙子 很 脏 ,别要了。",x-x-x 学生卡 电 由 x-x-x,李老师说那条粉裙子很干净。
Group_4_Condition_7_S11,4,7,11,experiment,1,班里这个月没有得到精神文明奖，辅导员问班长原因。班长说：____________________。<br>  <br>点击下方链接开始造句。,"男生 寝室 乱 ,扣了 很多分。",x-x-x 猩猩 把 x-x-x 充电器。,这个月班级得到了精神文明奖。
Group_4_Condition_6_S12,4,6,12,experiment,1,公司开会讨论竞标方案。总裁问：“咱们和对手的方案哪个更可行？”经理说：____________________。<br>  <br>点击下方链接开始造句。,"他们的 方案 很 差 ,完全 没法 落地。",x-x-x 走了 伞 依 x-x-x 师姐 楼梯。,经理认为对手的方案很好。
Group_1_Condition_5_S13,1,5,13,experiment,1,骨科会诊，医生们正 在看CT结果。实习生问：“两个肩膀我们先看哪一边？”医生说：____________________。<br>  <br>点击下方链接开始造句。,"右边的 影像 清楚 ,先看 右边的。",x-x-x 项羽 回去 x-x-x 塑料袋。,医生说右边的影像比较清楚。
Group_1_Condition_8_S14,1,8,14,experiment,1,记者正在整理采访素材。记者说：____________________。<br>  <br>点击下方链接开始造句。,"前面的 录音 很 模糊 ,可能 还得 重录。",x-x-x 怀念 木 药水 x-x-x 皇帝 钓鱼。,记者觉得前面的录音不够清晰。
Group_1_Condition_7_S15,1,7,15,experiment,1,水果店老板正在向顾客推荐今天的水果。老板说：____________________。<br>  <br>点击下方链接开始造句。,"左边 草莓 新鲜 ,可以买 一点。",x-x-x 那年 绝情 x-x-x 后羿。,老板在向顾客推荐桑葚。
Group_1_Condition_6_S16,1,6,16,experiment,1,实习生们在讨 论三位带队老师。小王问：“你们觉得谁最不好相处？”小李说：____________________。<br>  <br>点击下方链接开始造句。,"张经理 态度 很 严厉 ,我 害怕 他。",x-x-x 而已 空 车厢 x-x-x 后羿 穿。,小李觉得张经理最不好相处。
Group_2_Condition_5_S13,2,5,13,experiment,1,阿明和小琪在讨论 在讨论通勤方案。阿明问：“哪条线人更少？”小琪说：____________________。<br>  <br>点击下方链接开始造句。,"地铁 二号线 拥挤 ,还是 坐 四号线。",x-x-x 东北虎 绿豆 x-x-x 吧 龙舌兰。,小琪说地铁二号线人比较少。
Group_2_Condition_8_S14,2,8,14,experiment,1,小张刚搬进新家，邀请小李来作客。小李说：____________________。<br>  <br>点击下方链接开始造句。,"这个 沙发 很 舒服 ,坐久 也 不累。",x-x-x 围绕 咩 佣人 x-x-x 把 鼠标。,小李说那个沙发不舒服。
Group_2_Condition_7_S15,2,7,15,experiment,1,小赵负责的专题报道进展非常慢。主编在安慰她。主编说：____________________。<br>  <br>点击下方链接开始造句。,"你的 选题 复杂 ,需要 查很多 资料。",x-x-x 首都 罪人 x-x-x 晾衣杆 饼干。,主编说选题本身很复杂，所以进展慢。
Group_2_Condition_6_S16,2,6,16,experiment,1,工程师 在测试网络系统。经理问：“哪个服务器更可靠？”工程师说：____________________。<br>  <br>点击下方链接开始造句。,"这个 系统 很 稳定 ,先用 这一套。",x-x-x 环绕 汪 祷告 x-x-x 晾衣杆。,工程师说这个系统很可靠。
Group_3_Condition_5_S13,3,5,13,experiment,1,厨师长问张师傅：“咱俩谁的刀更好用？”张师傅说：____________________。<br>  <br>点击下方链接开始造句。,"我的 刀片 锋利 ,切肉 又快 又薄。",x-x-x 海里 信徒 x-x-x 过敏 泪水。,张师傅觉得自己的刀比厨师长的好用。
Group_3_Condition_8_S14,3,8,14,experiment,1,游客问老板为什么不能选楼下的房间。老板说：____________________。<br>  <br>点击下方链接开始造句。,"楼下 房间 很 潮湿 ,最近 总在 下雨。",x-x-x 眷恋 兔 访学 x-x-x 潇洒 天地。,老板说楼下的房间太潮湿了。
Group_3_Condition_7_S15,3,7,15,experiment,1,妈妈很喜欢新保姆准备的晚饭。妈妈说：____________________。<br>  <br>点击下方链接开始造句。,"鸡汤 味道 清淡 ,晚上 喝着 舒服。",x-x-x 再见 恋人 x-x-x 银子 匆匆。,妈妈对保姆做的饭不满意。
Group_3_Condition_6_S16,3,6,16,experiment,1,拍摄进度很慢。工作人员问导演：“今天谁状态不太好？”导演说：____________________。<br>  <br>点击下方链接开始造句。,"那个 演员 很 紧张 ,刚才 一直 忘词。",x-x-x 看见 叮 椭圆 x-x-x 萝卜 鲸鱼。,导演说那个演员状态不太好。
Group_4_Condition_5_S13,4,5,13,experiment,1,同学们讨论聚餐地点。小王问：“去哪家店比较好？”小李说：____________________。<br>  <br>点击下方链接开始造句。,"这家 饭店 热闹 ,聚会 更有 气氛。",x-x-x 物理 耳机 x-x-x 山脉 篮球。,小李觉得这家饭店太冷清了。
Group_4_Condition_8_S14,4,8,14,experiment,1,孩子正在准备考试。爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"二楼 教室 很 安静 ,适合 复习。",x-x-x 海底 哒 汽车 x-x-x 恩怨。,爸爸说二楼教室很安静。
Group_4_Condition_7_S15,4,7,15,experiment,1,员工们正在整理材料。员工说：____________________。<br>  <br>点击下方链接开始造句。,"现在的 流程 麻烦 ,需要 很多 文件。",x-x-x 出现 黄灯 x-x-x 罢了 涨潮。,员工说现在的报销流程很麻烦。
Group_4_Condition_6_S16,4,6,16,experiment,1,顾客 正在挑生日蛋糕。顾客问：“这两款哪个卖得好？”店员说：____________________。<br>  <br>点击下方链接开始造句。,"这款 样式 很 新颖 ,老年人 可能 不喜欢。",x-x-x 抬头 恩 南瓜 x-x-x 门口 消毒水。,店员推荐这款蛋糕因为样式新颖。
Group_1_Condition_5_S17,1,5,17,experiment,1,朋友们在 讨论去哪儿露营。小王问：“山里和湖边晚上都很舒服。”小李说：____________________。<br>  <br>点击下方链接开始造句。,"山里 晚上 冷 ,还是 住 湖边",x-x-x 短剧 将 x-x-x 呢 非常。,小李说山里晚上很冷。
Group_1_Condition_8_S18,1,8,18,experiment,1,几个同学买完水果回宿舍。小王说：____________________。<br>  <br>点击下方链接开始造句。,"这种 李子 很 酸 ,我得 配点 蜂蜜。",x-x-x 左手 栋 趁 x-x-x 那里 牢骚。,小王说这种李子很甜。
Group_1_Condition_7_S19,1,7,19,experiment,1,快递员们在整理需要配送的包裹。王师傅说：____________________。<br>  <br>点击下方链接开始造句。,"这个 箱子 轻 ,一个人 能 拿动。",x-x-x 强烈 由 x-x-x 格 数字。,王师傅说这个箱子很轻。
Group_1_Condition_6_S20,1,6,20,experiment,1,一家人在市场挑鱼。妈妈问：“哪条更新鲜？”老板说：____________________。<br>  <br>点击下方链接开始造句。,"这条 鲫鱼 很 腥 ,旁边 那条 好些。",x-x-x 灵光 楼 论 x-x-x 空白 数字。,老板觉得那条鲫鱼更新鲜。
Group_2_Condition_5_S17,2,5,17,experiment,1,妈 妈带丽丽来买鞋。妈妈问：“这两双哪双更合脚？”丽丽说：____________________。<br>  <br>点击下方链接开始造句。,"红的 这双 松 ,有没有 小号。",x-x-x 入座 沿 x-x-x 至上。,丽丽觉得红的这双鞋太紧了。
Group_2_Condition_8_S18,2,8,18,experiment,1,小李再向顾客介绍店里的咖啡。小李说：____________________。<br>  <br>点击下方链接开始造句。,"这个 新款 很 苦 ,女生 可能 喝不惯。",x-x-x 小心 辆 把 x-x-x 馒头 羽毛球。,小李向顾客介绍这款咖啡味道很甜。
Group_2_Condition_7_S19,2,7,19,experiment,1,爸爸非常满意他买的新床垫。爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"这个 床垫 软 ,睡着 特别 舒服。",x-x-x 听说 所 x-x-x 包子 烧麦。,爸爸后悔买了新床垫。
Group_2_Condition_6_S20,2,6,20,experiment,1,摄影 组在挑拍摄场地。导演问：“哪个车间更适合？”摄影师说：____________________。<br>  <br>点击下方链接开始造句。,"机修 车间 很 旧 ,拍出来 更有 感觉。",x-x-x 珍惜 汤 按 x-x-x 鸡爪 了。,摄影师觉得机修车间不适合拍摄。
Group_3_Condition_5_S17,3,5,17,experiment,1,公司在讨论岗位安排。经理问：“小张和小李谁更适合负责外勤？”主管说：____________________。<br>  <br>点击下方链接开始造句。,"小张 做事 灵活 ,外联 更有 经验。",x-x-x 泰国 饺子 x-x-x 排骨 千金。,主管觉得小张更适合负责外勤。
Group_3_Condition_8_S18,3,8,18,experiment,1,自由活动前，导游正在提醒游客注意事项。导游说：____________________。<br>  <br>点击下方链接开始造句。,"那条 山路 很 危险 ,不要 一个人 过去。",x-x-x 星座 喵 草莓 x-x-x 月饼盒 绿豆。,导游说所有的路都很安全。
Group_3_Condition_7_S19,3,7,19,experiment,1,一家人在讨论新房的装修方案。爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"这个 客厅 宽敞 ,以后 还能 放钢琴。",x-x-x 心碎 生菜 x-x-x 曹操 每一天。,爸爸说这个客厅太小了。
Group_3_Condition_6_S20,3,6,20,experiment,1,老师们讨 论考试成绩。年级组长问：“哪个班表现得不好？”李老师说：____________________。<br>  <br>点击下方链接开始造句。,"三班 成绩 很 糟糕 ,平均分 最低。",x-x-x 药水 嘟 海峡 x-x-x 曹操。,李老师说三班的成绩不太好。
Group_4_Condition_5_S17,4,5,17,experiment,1,老师检查教室卫生。老师问：“哪个小组表现得好？”班长说：____________________。<br>  <br>点击下方链接开始造句。,"第二组 桌椅 整齐 ,卫生 也很 干净。",x-x-x 绝情 光临 x-x-x 牛蛙 肉丸。,老师认为第二组表现得好。
Group_4_Condition_8_S18,4,8,18,experiment,1,小李和朋友去了新开的游乐场。妹妹问他游乐场好玩吗？小李说：____________________。<br>  <br>点击下方链接开始造句。,"空中 飞毯 很 刺激 ,我们 特别 喜欢。",x-x-x 粉碎 第 怜悯 x-x-x 榴莲 袋子。,小李觉得空中飞毯一点也不刺激。
Group_4_Condition_7_S19,4,7,19,experiment,1,飞行员汇报飞行情况。飞行员说：____________________。<br>  <br>点击下方链接开始造句。,"南部 航线 平稳 ,几乎 没有 颠簸。",x-x-x 清楚 专辑 x-x-x 匆匆 得。,飞行员说航线非常颠簸。
Group_4_Condition_6_S20,4,6,20,experiment,1,演员们在排练话剧。导演问：“哪句台词需要改？”演员说：____________________。<br>  <br>点击下方链接开始造句。,"最后 那句 很 别扭 ,而且 不太 连贯。",x-x-x 泪水 咚 天赋 x-x-x 手腕 树叶。,演员觉得最后那句台词需要修改。
